AMPID,TITLE,LATITUDE,LONGITUDE,TYPE,DESCRIPTION
BAID008,Proyecto de PrevenciÃ_n y MitigaciÃ_n de Riesgo de Desastres Naturales,14.09,-86.37,AYUDA HUMANITARIA,
BAID008,Proyecto de PrevenciÃ_n y MitigaciÃ_n de Riesgo de Desastres Naturales,14.4,-88.86667,AYUDA HUMANITARIA,
BAID008,Proyecto de PrevenciÃ_n y MitigaciÃ_n de Riesgo de Desastres Naturales,14.63333,-88.55,AYUDA HUMANITARIA,
BAID008,Proyecto de PrevenciÃ_n y MitigaciÃ_n de Riesgo de Desastres Naturales,13.7,-87.46667,AYUDA HUMANITARIA,
BAID008,Proyecto de PrevenciÃ_n y MitigaciÃ_n de Riesgo de Desastres Naturales,14.98333,-88.3,AYUDA HUMANITARIA,
BAID008,Proyecto de PrevenciÃ_n y MitigaciÃ_n de Riesgo de Desastres Naturales,14.78333,-88.58333,AYUDA HUMANITARIA,
BAID008,Proyecto de PrevenciÃ_n y MitigaciÃ_n de Riesgo de Desastres Naturales,15.1,-88.6,AYUDA HUMANITARIA,
BAID008,Proyecto de PrevenciÃ_n y MitigaciÃ_n de Riesgo de Desastres Naturales,14.86667,-88.5,AYUDA HUMANITARIA,
BAID008,Proyecto de PrevenciÃ_n y MitigaciÃ_n de Riesgo de Desastres Naturales,14.43333,-88.95,AYUDA HUMANITARIA,
BAID008,Proyecto de PrevenciÃ_n y MitigaciÃ_n de Riesgo de Desastres Naturales,14.41,-88.99,AYUDA HUMANITARIA,
BAID008,Proyecto de PrevenciÃ_n y MitigaciÃ_n de Riesgo de Desastres Naturales,14.43333,-88.66667,AYUDA HUMANITARIA,
BAID008,Proyecto de PrevenciÃ_n y MitigaciÃ_n de Riesgo de Desastres Naturales,14.48333,-88.93333,AYUDA HUMANITARIA,
BAID008,Proyecto de PrevenciÃ_n y MitigaciÃ_n de Riesgo de Desastres Naturales,15.7,-87.58,AYUDA HUMANITARIA,
BAID008,Proyecto de PrevenciÃ_n y MitigaciÃ_n de Riesgo de Desastres Naturales,14.06072,-87.16119,AYUDA HUMANITARIA,
BAID024,Multifase de RehabilitaciÃ_n de Tramos del Corredor TurÃ_stico del PPP [Tramo El Progreso -Tela] / Programa de Respuesta Inmediata a la Emergencia por Fuertes Luvias,14.93333,-88.5,TRANSPORTE Y ALMACENAJE,
BAID024,Multifase de RehabilitaciÃ_n de Tramos del Corredor TurÃ_stico del PPP [Tramo El Progreso -Tela] / Programa de Respuesta Inmediata a la Emergencia por Fuertes Luvias,14.83333,-85.9,TRANSPORTE Y ALMACENAJE,
BAID024,Multifase de RehabilitaciÃ_n de Tramos del Corredor TurÃ_stico del PPP [Tramo El Progreso -Tela] / Programa de Respuesta Inmediata a la Emergencia por Fuertes Luvias,14.45,-87.63333,TRANSPORTE Y ALMACENAJE,
BAID024,Multifase de RehabilitaciÃ_n de Tramos del Corredor TurÃ_stico del PPP [Tramo El Progreso -Tela] / Programa de Respuesta Inmediata a la Emergencia por Fuertes Luvias,14.83333,-86,TRANSPORTE Y ALMACENAJE,
BAID024,Multifase de RehabilitaciÃ_n de Tramos del Corredor TurÃ_stico del PPP [Tramo El Progreso -Tela] / Programa de Respuesta Inmediata a la Emergencia por Fuertes Luvias,13.58333,-87.58333,TRANSPORTE Y ALMACENAJE,
BAID024,Multifase de RehabilitaciÃ_n de Tramos del Corredor TurÃ_stico del PPP [Tramo El Progreso -Tela] / Programa de Respuesta Inmediata a la Emergencia por Fuertes Luvias,15.17,-88.81,TRANSPORTE Y ALMACENAJE,
BAID024,Multifase de RehabilitaciÃ_n de Tramos del Corredor TurÃ_stico del PPP [Tramo El Progreso -Tela] / Programa de Respuesta Inmediata a la Emergencia por Fuertes Luvias,14,-86.76667,TRANSPORTE Y ALMACENAJE,
BAID024,Multifase de RehabilitaciÃ_n de Tramos del Corredor TurÃ_stico del PPP [Tramo El Progreso -Tela] / Programa de Respuesta Inmediata a la Emergencia por Fuertes Luvias,14.41,-88.99,TRANSPORTE Y ALMACENAJE,
BAID024,Multifase de RehabilitaciÃ_n de Tramos del Corredor TurÃ_stico del PPP [Tramo El Progreso -Tela] / Programa de Respuesta Inmediata a la Emergencia por Fuertes Luvias,14.9,-88.5,TRANSPORTE Y ALMACENAJE,
BAID024,Multifase de RehabilitaciÃ_n de Tramos del Corredor TurÃ_stico del PPP [Tramo El Progreso -Tela] / Programa de Respuesta Inmediata a la Emergencia por Fuertes Luvias,14.0818,-87.20681,TRANSPORTE Y ALMACENAJE,
BAID024,Multifase de RehabilitaciÃ_n de Tramos del Corredor TurÃ_stico del PPP [Tramo El Progreso -Tela] / Programa de Respuesta Inmediata a la Emergencia por Fuertes Luvias,15.88333,-85.83333,TRANSPORTE Y ALMACENAJE,
87171122168,Fortalecimiento del Subsistema de ÃÅreas Marinas y Costeras,15.96667,-86.46667,MULTISECTOR / CORTE CRUZADO,
87171122168,Fortalecimiento del Subsistema de ÃÅreas Marinas y Costeras,13.11278,-87.59417,MULTISECTOR / CORTE CRUZADO,
87171122168,Fortalecimiento del Subsistema de ÃÅreas Marinas y Costeras,16.37219,-86.42807,MULTISECTOR / CORTE CRUZADO,
87171122168,Fortalecimiento del Subsistema de ÃÅreas Marinas y Costeras,15.16667,-85,MULTISECTOR / CORTE CRUZADO,
87171122168,Fortalecimiento del Subsistema de ÃÅreas Marinas y Costeras,15.82562,-87.92968,MULTISECTOR / CORTE CRUZADO,
87171122168,Fortalecimiento del Subsistema de ÃÅreas Marinas y Costeras,15.79438,-87.43898,MULTISECTOR / CORTE CRUZADO,
87171122168,Fortalecimiento del Subsistema de ÃÅreas Marinas y Costeras,15.766667,-86.833333,MULTISECTOR / CORTE CRUZADO,
87171122168,Fortalecimiento del Subsistema de ÃÅreas Marinas y Costeras,16.1,-86.91667,MULTISECTOR / CORTE CRUZADO,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.08333,-85.63333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.48333,-84.33333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.8,-84.28333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.916,-85.95935,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],16,-85.03333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.75,-84.48333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.5,-84.8,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],14.05,-88,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],14.83333,-85.9,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],14.85114,-85.89412,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.31667,-83.58333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],14.92161,-89.15955,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],14.85,-89.18333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.05,-85.27,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],14.78333,-89.15,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],14.93333,-86.25,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],14.11667,-88.55,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15,-83.23333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.03333,-84.93333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],14.88333,-86.31667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],14.9,-86.7,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],14.83333,-89.13333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],14.68333,-87.46667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.86667,-85.5,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],14.15,-88.03333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.78333,-84.78333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],14.93333,-87,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.93333,-85.9,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],16.4,-86.35,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.91667,-84.96667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.5,-84.31667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],14.75,-84.25,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.26667,-83.77222,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.83333,-86.3,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],16.31759,-86.53793,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.21231,-85.76996,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.98333,-85.15,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.88209,-86.02947,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.95,-85.71667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],14.13333,-88.5,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],14.0818,-87.20681,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],14.87183,-89.09845,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.98333,-85.01667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.91667,-85.95417,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.48333,-83.91667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.88333,-85.46667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.18333,-84.61667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.1375,-87.12778,GOBIERNO Y SOCIEDAD CIVIL,
UNDP052,Apoyo a la ImplementaciÃ_n del Programa de Desarrollo Intergral de los Pueblos AutÃ_ctonos [DIPA],15.23,-87.23,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.46923,-84.34479,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),13.85,-86.66667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.75,-86.36667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.74641,-85.7361,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.5,-84.8,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14.56667,-86.63333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14.83333,-85.9,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14.66667,-86.65,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14.09,-86.37,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.05,-85.27,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),13.85,-86.55,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14.91667,-86.7,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.28333,-86.55,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15,-86,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14.91667,-86.3,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14.79,-86.85,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),13.86667,-86.91667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15,-86.5,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.58333,-85.21667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14.01667,-86.66667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.06667,-86.5,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.91676,-84.9099,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14.55,-86.3,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.1,-86.4,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.08333,-86.71667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.78333,-85.48333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),13.5,-87.08333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.08333,-86.8,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14.93333,-86.36667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14.11667,-86.83333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),13.8,-86.8,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14.36,-85.97,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14,-86.76667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.06667,-83.3,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14.83333,-86.6,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),13.61667,-87.33333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.25,-85.75,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14.66667,-86.1,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),13.73333,-86.95,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),13.96667,-86.61667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.83333,-86.05,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14.8,-85.93333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.91667,-85.66667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.45,-86.16667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14.83333,-86.5,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),13.58333,-87.11667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.64,-86.26,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14.29,-86.7,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),13.66667,-87,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.58333,-86,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14.05966,-86.00166,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.88333,-85.83333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),13.71667,-86.96667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),15.18333,-84.61667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),13.73333,-87.06667,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),14.95,-86.82,GOBIERNO Y SOCIEDAD CIVIL,
UNDP013,Apoyo al Fortalecimiento de la Capacidad de GestiÃ_n del Registro Nacional de las Personas (RNP),13.95,-86.83333,GOBIERNO Y SOCIEDAD CIVIL,
UNDP002,Apoyo al Proceso de IntegraciÃ_n de las dos Plantas de Tratamiento de Aguas Negras de Tegucigalpa,14.0818,-87.20681,AGUA Y SANEAMIENTO,
UNDP025,"Programa Conjunto Desarrollo Humano Juvenil vÃ_a Empleo, para Superar los Retos de la MigraciÃ_n en Honduras. [PNUD]",15,-86.5,MULTISECTOR / CORTE CRUZADO,
BKFW007,Programa de Vivienda Rurales y Urbanas (PRIMHUR V),13.95,-87.66667,OTRA INFRAESTRUCTURA Y SERVICIOS SOCIALES,
BKFW007,Programa de Vivienda Rurales y Urbanas (PRIMHUR V),14.4,-87.73333,OTRA INFRAESTRUCTURA Y SERVICIOS SOCIALES,
BKFW007,Programa de Vivienda Rurales y Urbanas (PRIMHUR V),13.85,-86.66667,OTRA INFRAESTRUCTURA Y SERVICIOS SOCIALES,
BKFW007,Programa de Vivienda Rurales y Urbanas (PRIMHUR V),13.5,-87.68333,OTRA INFRAESTRUCTURA Y SERVICIOS SOCIALES,
BKFW007,Programa de Vivienda Rurales y Urbanas (PRIMHUR V),13.78333,-87.46667,OTRA INFRAESTRUCTURA Y SERVICIOS SOCIALES,
BKFW007,Programa de Vivienda Rurales y Urbanas (PRIMHUR V),13.28333,-87.63333,OTRA INFRAESTRUCTURA Y SERVICIOS SOCIALES,
BKFW007,Programa de Vivienda Rurales y Urbanas (PRIMHUR V),13.5,-87,OTRA INFRAESTRUCTURA Y SERVICIOS SOCIALES,
BKFW007,Programa de Vivienda Rurales y Urbanas (PRIMHUR V),14.83333,-88.3,OTRA INFRAESTRUCTURA Y SERVICIOS SOCIALES,
BKFW007,Programa de Vivienda Rurales y Urbanas (PRIMHUR V),13.71667,-87.68333,OTRA INFRAESTRUCTURA Y SERVICIOS SOCIALES,
BKFW007,Programa de Vivienda Rurales y Urbanas (PRIMHUR V),15.36667,-86.83333,OTRA INFRAESTRUCTURA Y SERVICIOS SOCIALES,
BKFW007,Programa de Vivienda Rurales y Urbanas (PRIMHUR V),15.61477,-87.34577,OTRA INFRAESTRUCTURA Y SERVICIOS SOCIALES,
BKFW007,Programa de Vivienda Rurales y Urbanas (PRIMHUR V),14.93333,-88.5,OTRA INFRAESTRUCTURA Y SERVICIOS SOCIALES,
BKFW007,Programa de Vivienda Rurales y Urbanas (PRIMHUR V),15.36667,-88.55,OTRA INFRAESTRUCTURA Y SERVICIOS SOCIALES,
BKFW007,Programa de Vivienda Rurales y Urbanas (PRIMHUR V),15.75,-86.36667,OTRA INFRAESTRUCTURA Y SERVICIOS SOCIALES,
