AMPID,TITLE,LATITUDE,LONGITUDE,TYPE,DESCRIPTION
BCIE004,"Proyecto Interconector Corredores AtlÃ¡ntico - PacÃ_fico: Villa San Antonio - GoascorÃ¡n, I Etapa",13.9,-87.78333,TRANSPORTE Y ALMACENAJE,
BCIE004,"Proyecto Interconector Corredores AtlÃ¡ntico - PacÃ_fico: Villa San Antonio - GoascorÃ¡n, I Etapa",13.91556,-87.70139,TRANSPORTE Y ALMACENAJE,
BCIE004,"Proyecto Interconector Corredores AtlÃ¡ntico - PacÃ_fico: Villa San Antonio - GoascorÃ¡n, I Etapa",13.76889,-87.70472,TRANSPORTE Y ALMACENAJE,
BCIE004,"Proyecto Interconector Corredores AtlÃ¡ntico - PacÃ_fico: Villa San Antonio - GoascorÃ¡n, I Etapa",13.63333,-87.66667,TRANSPORTE Y ALMACENAJE,
BCIE004,"Proyecto Interconector Corredores AtlÃ¡ntico - PacÃ_fico: Villa San Antonio - GoascorÃ¡n, I Etapa",13.91667,-87.66667,TRANSPORTE Y ALMACENAJE,
BCIE004,"Proyecto Interconector Corredores AtlÃ¡ntico - PacÃ_fico: Villa San Antonio - GoascorÃ¡n, I Etapa",13.70056,-87.71528,TRANSPORTE Y ALMACENAJE,
BCIE004,"Proyecto Interconector Corredores AtlÃ¡ntico - PacÃ_fico: Villa San Antonio - GoascorÃ¡n, I Etapa",13.88,-87.72,TRANSPORTE Y ALMACENAJE,
BCIE004,"Proyecto Interconector Corredores AtlÃ¡ntico - PacÃ_fico: Villa San Antonio - GoascorÃ¡n, I Etapa",13.95889,-87.695,TRANSPORTE Y ALMACENAJE,
BCIE004,"Proyecto Interconector Corredores AtlÃ¡ntico - PacÃ_fico: Villa San Antonio - GoascorÃ¡n, I Etapa",13.75222,-87.71306,TRANSPORTE Y ALMACENAJE,
BCIE004,"Proyecto Interconector Corredores AtlÃ¡ntico - PacÃ_fico: Villa San Antonio - GoascorÃ¡n, I Etapa",14.31667,-87.61667,TRANSPORTE Y ALMACENAJE,
BCIE004,"Proyecto Interconector Corredores AtlÃ¡ntico - PacÃ_fico: Villa San Antonio - GoascorÃ¡n, I Etapa",14.33333,-87.51667,TRANSPORTE Y ALMACENAJE,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",15.36667,-88.55,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",14.76,-89.06,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",15.64,-87.92,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",14.83333,-88.83333,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",15.18333,-88.13333,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",14.88333,-88.81667,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",14.85,-88.81667,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",15,-89,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",15.17,-88.81,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",15.1,-88.76,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",15.26,-88.66,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",14.96,-88.6,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",15.08,-88.69,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",15.21,-88.56,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",15.65,-88.2,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",15.26,-88.24,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",15.01667,-88.65,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",15.79,-87.849,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",15.35,-88.4,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",15.04,-88.88,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",15.03333,-88.3,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",15.09,-88.47,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",15.24,-88.39,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",14.98,-88.73,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",15.14,-88.27,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",14.95,-88.75,INDUSTRIA,
BCIE002,"Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",14.9,-88.78333,INDUSTRIA,
BCIE028,Suministro de Aguas SubterrÃ¡neas para Tegucigalpa,13.7675,-87.44944,AGUA Y SANEAMIENTO,
BCIE028,Suministro de Aguas SubterrÃ¡neas para Tegucigalpa,14.07375,-87.19278,AGUA Y SANEAMIENTO,
BCIE028,Suministro de Aguas SubterrÃ¡neas para Tegucigalpa,14.13333,-87.21667,AGUA Y SANEAMIENTO,
BCIE028,Suministro de Aguas SubterrÃ¡neas para Tegucigalpa,13.81667,-87.51667,AGUA Y SANEAMIENTO,
BCIE028,Suministro de Aguas SubterrÃ¡neas para Tegucigalpa,14.16667,-87.13333,AGUA Y SANEAMIENTO,
BCIE028,Suministro de Aguas SubterrÃ¡neas para Tegucigalpa,13.9925,-87.15917,AGUA Y SANEAMIENTO,
BCIE028,Suministro de Aguas SubterrÃ¡neas para Tegucigalpa,14.01667,-87.1,AGUA Y SANEAMIENTO,
BCIE037,Negociaciones del Acuerdo de AsociaciÃ_n con la UniÃ_n Europea CA-UE [2007],15,-86.5,INDUSTRIA,
BCIE035,Mercados Perifericos Perisur,14,-87.23333,OTRA INFRAESTRUCTURA Y SERVICIOS SOCIALES,
BCIE019,Plan Nacional de Seguridad Vial,15.43333,-88.01667,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.64,-87.92,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,13.31667,-87.21667,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.45139,-87.6375,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.45,-87.63333,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.83333,-89.15,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.75,-85.78333,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.09,-86.37,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.03333,-86.58333,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.66667,-87,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,13.33333,-87.08333,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.75,-85.66667,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.91667,-88.91667,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.41667,-88,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.08333,-86.5,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.25,-87.16667,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.5,-88.58333,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.08333,-88.33333,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,13.58333,-87.58333,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.25,-87.16667,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.13333,-87.21667,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,13.58639,-87.05972,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,13.49167,-87.15639,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.31667,-87.7,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.4,-87.8,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.4,-87.8,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.00995,-86.99022,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.58333,-88.58333,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,13.53167,-87.43889,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.7,-86.5,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.76667,-86.51667,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.75971,-86.78221,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.9,-88.25,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.05,-88.73333,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.31667,-87.16667,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.31667,-87.58333,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,13.51667,-87.5,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.01667,-86.35,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.48333,-86.55,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.48131,-86.57415,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.38098,-87.61494,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.78333,-87.98333,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,16.01667,-85.96667,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.23333,-87.35,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.46667,-86.25,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.03333,-88.3,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.58333,-87.23333,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,13.42417,-87.44722,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,13.43333,-86.8,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.50417,-88.025,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.5,-88,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.9,-88.16,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.91944,-88.23611,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.16667,-87.28333,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.76667,-88.78333,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.76667,-88.77917,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.45,-86.16667,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.6,-87.83333,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.7,-87.96667,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.0818,-87.20681,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.78333,-87.45,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.7,-87.58,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.68333,-86,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.88333,-88.25,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.31667,-88,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.23,-87.23,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,15.1375,-87.12778,TRANSPORTE Y ALMACENAJE,
BCIE019,Plan Nacional de Seguridad Vial,14.26667,-87.4,TRANSPORTE Y ALMACENAJE,
BCIE005,"Proyecto AmpliaciÃ_n y Mejoramiento Carretera CA-5 Segmento I SecciÃ_n 1 y 2: Tegucigalpa inicio del Valle de Comayagua y la AdministraciÃ_n del Programa ""Cuenta del Milenio""",14.45,-87.63333,TRANSPORTE Y ALMACENAJE,
BCIE005,"Proyecto AmpliaciÃ_n y Mejoramiento Carretera CA-5 Segmento I SecciÃ_n 1 y 2: Tegucigalpa inicio del Valle de Comayagua y la AdministraciÃ_n del Programa ""Cuenta del Milenio""",14.13333,-87.21667,TRANSPORTE Y ALMACENAJE,
BCIE005,"Proyecto AmpliaciÃ_n y Mejoramiento Carretera CA-5 Segmento I SecciÃ_n 1 y 2: Tegucigalpa inicio del Valle de Comayagua y la AdministraciÃ_n del Programa ""Cuenta del Milenio""",14.5,-87.7,TRANSPORTE Y ALMACENAJE,
BCIE005,"Proyecto AmpliaciÃ_n y Mejoramiento Carretera CA-5 Segmento I SecciÃ_n 1 y 2: Tegucigalpa inicio del Valle de Comayagua y la AdministraciÃ_n del Programa ""Cuenta del Milenio""",14.5,-87.7,TRANSPORTE Y ALMACENAJE,
BCIE005,"Proyecto AmpliaciÃ_n y Mejoramiento Carretera CA-5 Segmento I SecciÃ_n 1 y 2: Tegucigalpa inicio del Valle de Comayagua y la AdministraciÃ_n del Programa ""Cuenta del Milenio""",14.61667,-87.83333,TRANSPORTE Y ALMACENAJE,
BCIE005,"Proyecto AmpliaciÃ_n y Mejoramiento Carretera CA-5 Segmento I SecciÃ_n 1 y 2: Tegucigalpa inicio del Valle de Comayagua y la AdministraciÃ_n del Programa ""Cuenta del Milenio""",14.67145,-87.98693,TRANSPORTE Y ALMACENAJE,
BCIE005,"Proyecto AmpliaciÃ_n y Mejoramiento Carretera CA-5 Segmento I SecciÃ_n 1 y 2: Tegucigalpa inicio del Valle de Comayagua y la AdministraciÃ_n del Programa ""Cuenta del Milenio""",14.7,-87.96667,TRANSPORTE Y ALMACENAJE,
BCIE005,"Proyecto AmpliaciÃ_n y Mejoramiento Carretera CA-5 Segmento I SecciÃ_n 1 y 2: Tegucigalpa inicio del Valle de Comayagua y la AdministraciÃ_n del Programa ""Cuenta del Milenio""",14.0818,-87.20681,TRANSPORTE Y ALMACENAJE,
BCIE005,"Proyecto AmpliaciÃ_n y Mejoramiento Carretera CA-5 Segmento I SecciÃ_n 1 y 2: Tegucigalpa inicio del Valle de Comayagua y la AdministraciÃ_n del Programa ""Cuenta del Milenio""",14.33333,-87.66667,TRANSPORTE Y ALMACENAJE,
BCIE005,"Proyecto AmpliaciÃ_n y Mejoramiento Carretera CA-5 Segmento I SecciÃ_n 1 y 2: Tegucigalpa inicio del Valle de Comayagua y la AdministraciÃ_n del Programa ""Cuenta del Milenio""",14.33333,-87.51667,TRANSPORTE Y ALMACENAJE,
BCIE036,Programa de Equipamiento General del Sector Salud,14.45,-87.63333,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,13.58333,-87.58333,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,15.4,-87.8,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,14.58333,-88.58333,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,14.089196,-87.197273,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,15.66244,-86.00177,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,14.10358,-87.18502,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,15.500328,-88.030674,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,15.52451,-88.0415,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,14.46004,-87.63829,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,15.39329,-87.79011,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,15.2658,-83.78149,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,14.665331,-86.225982,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,14.412148,-88.956002,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,14.10463,-87.1833,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,15.67,-86.76,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,14.31667,-88.18333,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,14.33333,-87.68333,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,15.79,-87.849,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,15.16667,-84.08333,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,14.38,-88.92,SALUD,
BCIE036,Programa de Equipamiento General del Sector Salud,14.0818,-87.20681,SALUD,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.95,-87.66667,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.85,-86.66667,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.5,-87.68333,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.78333,-87.46667,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.28333,-87.63333,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.5,-87,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.71667,-87.68333,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.78333,-87.65,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.31667,-87.21667,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.21667,-86.98333,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.83,-87.57,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],14.13333,-87.21667,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.63333,-86.81667,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.3,-87.01667,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.85,-86.55,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.08333,-87,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.59,-87.7,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],14.1,-87.83333,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.86667,-86.91667,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.7,-87.46667,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.61667,-87.63333,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.85,-87.65,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.75,-87.28333,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],14.05,-87.53333,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.5,-87.08333,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.86667,-87.03333,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.25,-87.35,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.9,-87.78333,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],14.11667,-86.83333,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.58333,-86.9,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.51667,-87.5,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.16667,-87.13333,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.75,-87.1,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.95,-87.33333,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],14.08333,-87.86667,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.46667,-87.1,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.8,-86.8,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.56667,-87.3,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.83333,-87.4,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.81667,-87.25,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.61667,-87.33333,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.7,-86.81667,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.88,-87.72,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],14.03333,-87.01667,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.88333,-87.16667,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.65,-87.53333,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.63333,-87.28333,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.7,-87.41667,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],14.26667,-87,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.41667,-87.45,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.73333,-86.95,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.41667,-86.83333,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.73333,-87.5,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.94,-87.21,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.3,-87.11667,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],14.1,-87.1,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.58333,-87.6,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],14,-87.08333,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.66667,-87,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],13.71667,-86.96667,MULTISECTOR / CORTE CRUZADO,
FIDA001,Programa de Desarrollo Rural para la RegiÃ_n Sur [EMPRENDESUR],14.15,-87.03333,MULTISECTOR / CORTE CRUZADO,
